Developed by "Tufail Mabood" MSc Structure
github: github.com/tufailmab

-251.331416,-389.256023,-32.989320
356.464813,273.703997,-411.153100
-403.995503,451.689837,-17.412051
361.170745,445.183648,472.049699
368.315563,-487.314244,463.990433
-397.935308,10.082709,-484.975477
392.152096,-390.656723,-289.950462
-115.997738,62.506796,415.889378
-498.732305,-407.106280,484.922331
-5.889005,152.143434,-27.129802
489.692805,18.857173,-55.880641
-84.467405,455.121415,-453.669887
304.369597,-17.965057,489.445075
-443.057219,330.192715,478.292196
-57.458763,-431.324416,401.634509
-409.041742,31.722395,45.642141
-316.555538,-496.355081,-483.113359
-78.250235,489.574933,433.268882
-449.014713,480.409349,-442.031802
228.517943,-290.174950,128.639450
274.416171,226.609360,156.104372
-302.095402,-182.692826,249.043642
485.862752,417.056994,-142.714380
182.752341,-35.222362,-227.704010
63.712748,-415.209055,-172.412157
12.251402,-228.596542,-494.462563
-2.169937,458.979339,79.948189
-103.139075,78.029314,-498.249060
426.518124,-75.629429,-480.427276
-457.370141,-282.994791,-303.337323
12.162084,-99.415969,148.779786
299.975908,199.978368,-148.495243
-162.058499,-121.394114,-249.289664
34.080483,-488.883231,-438.845984
461.560621,-416.277618,80.593691
206.848681,447.835938,-286.668533
-485.924599,317.137623,-230.120239
426.690409,211.015188,391.260346
-94.118900,432.968542,-202.619884
-498.420793,225.401982,-491.368523
-268.725742,287.433622,196.908688
-472.028515,-478.318335,155.816407
168.426310,221.283478,434.792314
-467.923978,-15.107623,438.335186
462.800508,-11.699410,233.208604
-251.075641,160.016335,-208.414799
-418.020923,494.673997,229.006189
-232.073077,-449.300117,220.100303
378.241090,-172.122999,-265.997939
25.119126,248.735006,-334.853518
423.360174,-223.200440,372.103834
246.305153,474.646406,241.349147
105.149867,-153.445231,396.555222
-6.580345,176.498820,219.638906
219.565900,48.543846,-463.083175
472.674666,491.388321,134.482732
-257.504245,246.689193,-433.493452
-301.640459,60.843163,262.018722
293.484593,461.486992,-81.712009
483.516446,453.574198,-487.276976
-459.047522,-193.977520,27.042823
-482.935732,31.715559,-212.307443
198.035376,17.730306,27.095495
124.297294,-498.548707,43.646752
-233.992451,-330.813171,-246.736707
-187.366217,110.967950,86.394816
-260.479715,-280.749772,464.421571
45.678507,-220.657207,-28.295630
470.529675,-497.124436,263.974328
-262.698389,-143.729290,-443.610589
201.700825,36.481735,240.622370
-343.673069,-165.774607,-173.887350
485.242923,233.141598,-4.006535
460.565839,-224.939377,-63.133364
-160.577103,287.644069,441.796470
-496.267911,238.918446,274.761605
-129.306531,478.111545,232.428442
-387.378187,483.537689,-218.518963
-457.704795,-297.681998,173.147713
-39.792967,-330.479218,179.478132
131.598296,486.314967,-465.716411
-202.005061,-46.676251,-20.544971
349.103079,-423.299725,-102.239740
-202.698561,365.470801,-14.485126
-417.693495,217.847013,-4.240519
416.287406,134.751787,-273.240221
-283.444109,-484.051170,496.433370
105.399499,-406.306049,292.711783
441.834147,-211.933777,133.290061
210.633138,-259.638172,-352.957630
-411.744665,-497.371376,-165.506194
98.580917,167.146294,-201.967504
253.265625,-132.317370,-79.272768
340.210880,-453.797401,-475.821475
-440.322639,-319.711322,-101.224126
-59.085792,-214.804988,324.249613
70.652346,388.497739,434.287496
-296.910216,414.709048,327.122103
-174.587138,-236.425445,49.992781
108.703085,398.229706,-120.107919
